"statefips","countyfips","countyns10","geoid10","name","namelsad10","boundingbox","corner_sw","corner_nw","corner_ne","corner_se","corner_wtf","extentn","extents","extente","extentw"
"29","209","00758557","29209","Stone","Stone County","POLYGON((-93.612929 36.49814,-93.612929 36.99581,-93.304359 36.99581,-93.304359 36.49814,-93.612929 36.49814))","36.49814,-93.612929","36.99581,-93.612929","36.99581,-93.304359","36.49814,-93.304359","36.49814,-93.612929","36.99581","36.49814","-93.304359","-93.612929"
"29","211","00758558","29211","Sullivan","Sullivan County","POLYGON((-93.367315 40.033098,-93.367315 40.386452,-92.855313 40.386452,-92.855313 40.033098,-93.367315 40.033098))","40.033098,-93.367315","40.386452,-93.367315","40.386452,-92.855313","40.033098,-92.855313","40.033098,-93.367315","40.386452","40.033098","-92.855313","-93.367315"
"29","213","00758559","29213","Taney","Taney County","POLYGON((-93.315332 36.497645,-93.315332 36.816866,-92.764869 36.816866,-92.764869 36.497645,-93.315332 36.497645))","36.497645,-93.315332","36.816866,-93.315332","36.816866,-92.764869","36.497645,-92.764869","36.497645,-93.315332","36.816866","36.497645","-92.764869","-93.315332"
"29","215","00758560","29215","Texas","Texas County","POLYGON((-92.25331 37.0488,-92.25331 37.605243,-91.646626 37.605243,-91.646626 37.0488,-92.25331 37.0488))","37.0488,-92.25331","37.605243,-92.25331","37.605243,-91.646626","37.0488,-91.646626","37.0488,-92.25331","37.605243","37.0488","-91.646626","-92.25331"
"29","217","00758561","29217","Vernon","Vernon County","POLYGON((-94.617966 37.639722,-94.617966 38.060056,-94.058285 38.060056,-94.058285 37.639722,-94.617966 37.639722))","37.639722,-94.617966","38.060056,-94.617966","38.060056,-94.058285","37.639722,-94.058285","37.639722,-94.617966","38.060056","37.639722","-94.058285","-94.617966"
"29","219","00758562","29219","Warren","Warren County","POLYGON((-91.418637 38.547545,-91.418637 38.992828,-90.958536 38.992828,-90.958536 38.547545,-91.418637 38.547545))","38.547545,-91.418637","38.992828,-91.418637","38.992828,-90.958536","38.547545,-90.958536","38.547545,-91.418637","38.992828","38.547545","-90.958536","-91.418637"
"29","221","00758563","29221","Washington","Washington County","POLYGON((-91.100017 37.734196,-91.100017 38.206687,-90.63998 38.206687,-90.63998 37.734196,-91.100017 37.734196))","37.734196,-91.100017","38.206687,-91.100017","38.206687,-90.63998","37.734196,-90.63998","37.734196,-91.100017","38.206687","37.734196","-90.63998","-91.100017"
"29","223","00758564","29223","Wayne","Wayne County","POLYGON((-90.779553 36.921435,-90.779553 37.317594,-90.110354 37.317594,-90.110354 36.921435,-90.779553 36.921435))","36.921435,-90.779553","37.317594,-90.779553","37.317594,-90.110354","36.921435,-90.110354","36.921435,-90.779553","37.317594","36.921435","-90.110354","-90.779553"
"29","225","00758565","29225","Webster","Webster County","POLYGON((-93.076779 37.067051,-93.076779 37.487444,-92.67897 37.487444,-92.67897 37.067051,-93.076779 37.067051))","37.067051,-93.076779","37.487444,-93.076779","37.487444,-92.67897","37.067051,-92.67897","37.067051,-93.076779","37.487444","37.067051","-92.67897","-93.076779"
"29","227","00758566","29227","Worth","Worth County","POLYGON((-94.632307 40.384254,-94.632307 40.571901,-94.214162 40.571901,-94.214162 40.384254,-94.632307 40.384254))","40.384254,-94.632307","40.571901,-94.632307","40.571901,-94.214162","40.384254,-94.214162","40.384254,-94.632307","40.571901","40.384254","-94.214162","-94.632307"
"29","229","00758567","29229","Wright","Wright County","POLYGON((-92.692323 37.059653,-92.692323 37.481545,-92.247175 37.481545,-92.247175 37.059653,-92.692323 37.059653))","37.059653,-92.692323","37.481545,-92.692323","37.481545,-92.247175","37.059653,-92.247175","37.059653,-92.692323","37.481545","37.059653","-92.247175","-92.692323"
"29","510","00767557","29510","St. Louis","St. Louis city","POLYGON((-90.320515 38.531852,-90.320515 38.774431,-90.166409 38.774431,-90.166409 38.531852,-90.320515 38.531852))","38.531852,-90.320515","38.774431,-90.320515","38.774431,-90.166409","38.531852,-90.166409","38.531852,-90.320515","38.774431","38.531852","-90.166409","-90.320515"
"30","001","01719627","30001","Beaverhead","Beaverhead County","POLYGON((-113.937974 44.358209,-113.937974 45.941519,-111.463487 45.941519,-111.463487 44.358209,-113.937974 44.358209))","44.358209,-113.937974","45.941519,-113.937974","45.941519,-111.463487","44.358209,-111.463487","44.358209,-113.937974","45.941519","44.358209","-111.463487","-113.937974"
"30","003","01716521","30003","Big Horn","Big Horn County","POLYGON((-108.69982 44.993788,-108.69982 46.043627,-106.263573 46.043627,-106.263573 44.993788,-108.69982 44.993788))","44.993788,-108.69982","46.043627,-108.69982","46.043627,-106.263573","44.993788,-106.263573","44.993788,-108.69982","46.043627","44.993788","-106.263573","-108.69982"
"30","005","01722470","30005","Blaine","Blaine County","POLYGON((-109.551686 47.7199,-109.551686 49.001131,-108.236153 49.001131,-108.236153 47.7199,-109.551686 47.7199))","47.7199,-109.551686","49.001131,-109.551686","49.001131,-108.236153","47.7199,-108.236153","47.7199,-109.551686","49.001131","47.7199","-108.236153","-109.551686"
"30","007","01719625","30007","Broadwater","Broadwater County","POLYGON((-111.787913 45.833512,-111.787913 46.781892,-111.056817 46.781892,-111.056817 45.833512,-111.787913 45.833512))","45.833512,-111.787913","46.781892,-111.787913","46.781892,-111.056817","45.833512,-111.056817","45.833512,-111.787913","46.781892","45.833512","-111.056817","-111.787913"
"30","009","01720111","30009","Carbon","Carbon County","POLYGON((-109.798688 44.99944,-109.798688 45.638651,-108.098202 45.638651,-108.098202 44.99944,-109.798688 44.99944))","44.99944,-109.798688","45.638651,-109.798688","45.638651,-108.098202","44.99944,-108.098202","44.99944,-109.798688","45.638651","44.99944","-108.098202","-109.798688"
"30","011","01688746","30011","Carter","Carter County","POLYGON((-105.03857 44.99738,-105.03857 46.136762,-104.039138 46.136762,-104.039138 44.99738,-105.03857 44.99738))","44.99738,-105.03857","46.136762,-105.03857","46.136762,-104.039138","44.99738,-104.039138","44.99738,-105.03857","46.136762","44.99738","-104.039138","-105.03857"
"30","013","01719622","30013","Cascade","Cascade County","POLYGON((-112.047664 46.818063,-112.047664 47.698721,-110.636286 47.698721,-110.636286 46.818063,-112.047664 46.818063))","46.818063,-112.047664","47.698721,-112.047664","47.698721,-110.636286","46.818063,-110.636286","46.818063,-112.047664","47.698721","46.818063","-110.636286","-112.047664"
"30","015","01719619","30015","Chouteau","Chouteau County","POLYGON((-111.409246 47.415338,-111.409246 48.306798,-109.532877 48.306798,-109.532877 47.415338,-111.409246 47.415338))","47.415338,-111.409246","48.306798,-111.409246","48.306798,-109.532877","47.415338,-109.532877","47.415338,-111.409246","48.306798","47.415338","-109.532877","-111.409246"
"30","017","01720109","30017","Custer","Custer County","POLYGON((-106.191861 45.786959,-106.191861 46.860975,-104.732821 46.860975,-104.732821 45.786959,-106.191861 45.786959))","45.786959,-106.191861","46.860975,-106.191861","46.860975,-104.732821","45.786959,-104.732821","45.786959,-106.191861","46.860975","45.786959","-104.732821","-106.191861"
"30","019","01637566","30019","Daniels","Daniels County","POLYGON((-106.152064 48.562481,-106.152064 48.99982,-104.973036 48.99982,-104.973036 48.562481,-106.152064 48.562481))","48.562481,-106.152064","48.99982,-106.152064","48.99982,-104.973036","48.562481,-104.973036","48.562481,-106.152064","48.99982","48.562481","-104.973036","-106.152064"
"30","021","01715632","30021","Dawson","Dawson County","POLYGON((-105.406511 46.860673,-105.406511 47.79076,-104.305564 47.79076,-104.305564 46.860673,-105.406511 46.860673))","46.860673,-105.406511","47.79076,-105.406511","47.79076,-104.305564","46.860673,-104.305564","46.860673,-105.406511","47.79076","46.860673","-104.305564","-105.406511"
"30","023","01719617","30023","Deer Lodge","Deer Lodge County","POLYGON((-113.517481 45.757907,-113.517481 46.266887,-112.558457 46.266887,-112.558457 45.757907,-113.517481 45.757907))","45.757907,-113.517481","46.266887,-113.517481","46.266887,-112.558457","45.757907,-112.558457","45.757907,-113.517481","46.266887","45.757907","-112.558457","-113.517481"
"30","025","01688745","30025","Fallon","Fallon County","POLYGON((-104.906129 45.881942,-104.906129 46.685031,-104.044028 46.685031,-104.044028 45.881942,-104.906129 45.881942))","45.881942,-104.906129","46.685031,-104.906129","46.685031,-104.044028","45.881942,-104.044028","45.881942,-104.906129","46.685031","45.881942","-104.044028","-104.906129"
"30","027","01719614","30027","Fergus","Fergus County","POLYGON((-110.213586 46.693571,-110.213586 47.803424,-108.312574 47.803424,-108.312574 46.693571,-110.213586 46.693571))","46.693571,-110.213586","47.803424,-110.213586","47.803424,-108.312574","46.693571,-108.312574","46.693571,-110.213586","47.803424","46.693571","-108.312574","-110.213586"
"30","029","01719611","30029","Flathead","Flathead County","POLYGON((-115.020952 47.596361,-115.020952 49.00139,-112.878527 49.00139,-112.878527 47.596361,-115.020952 47.596361))","47.596361,-115.020952","49.00139,-115.020952","49.00139,-112.878527","47.596361,-112.878527","47.596361,-115.020952","49.00139","47.596361","-112.878527","-115.020952"
"30","031","01720053","30031","Gallatin","Gallatin County","POLYGON((-111.805134 44.474072,-111.805134 46.193271,-110.783956 46.193271,-110.783956 44.474072,-111.805134 44.474072))","44.474072,-111.805134","46.193271,-111.805134","46.193271,-110.783956","44.474072,-110.783956","44.474072,-111.805134","46.193271","44.474072","-110.783956","-111.805134"
"30","033","01716058","30033","Garfield","Garfield County","POLYGON((-107.968496 46.845251,-107.968496 47.983016,-106.086404 47.983016,-106.086404 46.845251,-107.968496 46.845251))","46.845251,-107.968496","47.983016,-107.968496","47.983016,-106.086404","46.845251,-106.086404","46.845251,-107.968496","47.983016","46.845251","-106.086404","-107.968496"
"30","035","01719607","30035","Glacier","Glacier County","POLYGON((-114.068153 48.309372,-114.068153 48.998968,-112.18437 48.998968,-112.18437 48.309372,-114.068153 48.309372))","48.309372,-114.068153","48.998968,-114.068153","48.998968,-112.18437","48.309372,-112.18437","48.309372,-114.068153","48.998968","48.309372","-112.18437","-114.068153"
"30","037","01723078","30037","Golden Valley","Golden Valley County","POLYGON((-109.654304 46.044485,-109.654304 46.751597,-108.778661 46.751597,-108.778661 46.044485,-109.654304 46.044485))","46.044485,-109.654304","46.751597,-109.654304","46.751597,-108.778661","46.044485,-108.778661","46.044485,-109.654304","46.751597","46.044485","-108.778661","-109.654304"
"30","039","01719605","30039","Granite","Granite County","POLYGON((-113.878888 45.938631,-113.878888 46.832132,-113.03609 46.832132,-113.03609 45.938631,-113.878888 45.938631))","45.938631,-113.878888","46.832132,-113.878888","46.832132,-113.03609","45.938631,-113.03609","45.938631,-113.878888","46.832132","45.938631","-113.03609","-113.878888"
"30","041","01720048","30041","Hill","Hill County","POLYGON((-110.756318 48.132619,-110.756318 49.000585,-109.464257 49.000585,-109.464257 48.132619,-110.756318 48.132619))","48.132619,-110.756318","49.000585,-110.756318","49.000585,-109.464257","48.132619,-109.464257","48.132619,-110.756318","49.000585","48.132619","-109.464257","-110.756318"
"30","043","01720045","30043","Jefferson","Jefferson County","POLYGON((-112.597816 45.747368,-112.597816 46.569311,-111.65996 46.569311,-111.65996 45.747368,-112.597816 45.747368))","45.747368,-112.597816","46.569311,-112.597816","46.569311,-111.65996","45.747368,-111.65996","45.747368,-112.597816","46.569311","45.747368","-111.65996","-112.597816"
"30","045","01719602","30045","Judith Basin","Judith Basin County","POLYGON((-110.788306 46.672147,-110.788306 47.417019,-109.745978 47.417019,-109.745978 46.672147,-110.788306 46.672147))","46.672147,-110.788306","47.417019,-110.788306","47.417019,-109.745978","46.672147,-109.745978","46.672147,-110.788306","47.417019","46.672147","-109.745978","-110.788306"
"30","047","01796943","30047","Lake","Lake County","POLYGON((-114.604675 47.13807,-114.604675 48.051996,-113.598197 48.051996,-113.598197 47.13807,-114.604675 47.13807))","47.13807,-114.604675","48.051996,-114.604675","48.051996,-113.598197","47.13807,-113.598197","47.13807,-114.604675","48.051996","47.13807","-113.598197","-114.604675"
"30","049","00793926","30049","Lewis and Clark","Lewis and Clark County","POLYGON((-113.165906 46.414484,-113.165906 47.953982,-111.494522 47.953982,-111.494522 46.414484,-113.165906 46.414484))","46.414484,-113.165906","47.953982,-113.165906","47.953982,-111.494522","46.414484,-111.494522","46.414484,-113.165906","47.953982","46.414484","-111.494522","-113.165906"
"30","051","01720036","30051","Liberty","Liberty County","POLYGON((-111.409097 48.132205,-111.409097 48.998667,-110.742591 48.998667,-110.742591 48.132205,-111.409097 48.132205))","48.132205,-111.409097","48.998667,-111.409097","48.998667,-110.742591","48.132205,-110.742591","48.132205,-111.409097","48.998667","48.132205","-110.742591","-111.409097"
"30","053","01720038","30053","Lincoln","Lincoln County","POLYGON((-116.050002 47.89017,-116.050002 49.00127,-114.611925 49.00127,-114.611925 47.89017,-116.050002 47.89017))","47.89017,-116.050002","49.00127,-116.050002","49.00127,-114.611925","47.89017,-114.611925","47.89017,-116.050002","49.00127","47.89017","-114.611925","-116.050002"
"30","055","01716270","30055","McCone","McCone County","POLYGON((-106.430477 47.092675,-106.430477 48.097903,-105.19369 48.097903,-105.19369 47.092675,-106.430477 47.092675))","47.092675,-106.430477","48.097903,-106.430477","48.097903,-105.19369","47.092675,-105.19369","47.092675,-106.430477","48.097903","47.092675","-105.19369","-106.430477"
"30","057","01720033","30057","Madison","Madison County","POLYGON((-112.704848 44.708095,-112.704848 45.858781,-111.350315 45.858781,-111.350315 44.708095,-112.704848 44.708095))","44.708095,-112.704848","45.858781,-112.704848","45.858781,-111.350315","44.708095,-111.350315","44.708095,-112.704848","45.858781","44.708095","-111.350315","-112.704848"
"30","059","01719600","30059","Meagher","Meagher County","POLYGON((-111.658131 46.18421,-111.658131 47.088184,-110.273116 47.088184,-110.273116 46.18421,-111.658131 46.18421))","46.18421,-111.658131","47.088184,-111.658131","47.088184,-110.273116","46.18421,-110.273116","46.18421,-111.658131","47.088184","46.18421","-110.273116","-111.658131"
"30","061","01720030","30061","Mineral","Mineral County","POLYGON((-115.75962 46.696659,-115.75962 47.496948,-114.419583 47.496948,-114.419583 46.696659,-115.75962 46.696659))","46.696659,-115.75962","47.496948,-115.75962","47.496948,-114.419583","46.696659,-114.419583","46.696659,-115.75962","47.496948","46.696659","-114.419583","-115.75962"
"30","063","01719596","30063","Missoula","Missoula County","POLYGON((-114.797235 46.63153,-114.797235 47.600538,-113.302401 47.600538,-113.302401 46.63153,-114.797235 46.63153))","46.63153,-114.797235","47.600538,-114.797235","47.600538,-113.302401","46.63153,-113.302401","46.63153,-114.797235","47.600538","46.63153","-113.302401","-114.797235"
"30","065","01719593","30065","Musselshell","Musselshell County","POLYGON((-109.009802 46.132402,-109.009802 46.755986,-107.781214 46.755986,-107.781214 46.132402,-109.009802 46.132402))","46.132402,-109.009802","46.755986,-109.009802","46.755986,-107.781214","46.132402,-107.781214","46.132402,-109.009802","46.755986","46.132402","-107.781214","-109.009802"
"30","067","01720027","30067","Park","Park County","POLYGON((-111.046844 44.992108,-111.046844 46.192589,-109.798173 46.192589,-109.798173 44.992108,-111.046844 44.992108))","44.992108,-111.046844","46.192589,-111.046844","46.192589,-109.798173","44.992108,-109.798173","44.992108,-111.046844","46.192589","44.992108","-109.798173","-111.046844"
"30","069","01719590","30069","Petroleum","Petroleum County","POLYGON((-108.736711 46.748833,-108.736711 47.598449,-107.825304 47.598449,-107.825304 46.748833,-108.736711 46.748833))","46.748833,-108.736711","47.598449,-108.736711","47.598449,-107.825304","46.748833,-107.825304","46.748833,-108.736711","47.598449","46.748833","-107.825304","-108.736711"
"30","071","01720023","30071","Phillips","Phillips County","POLYGON((-108.891024 47.449477,-108.891024 49.000025,-107.179864 49.000025,-107.179864 47.449477,-108.891024 47.449477))","47.449477,-108.891024","49.000025,-108.891024","49.000025,-107.179864","47.449477,-107.179864","47.449477,-108.891024","49.000025","47.449477","-107.179864","-108.891024"
